所属模块,用例标题,前置条件,步骤,预期结果,优先级
存储组件-元数据库,验证【队列管理】-【任务提交管控】删除管控规则成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 已离线为例，创建离线任务，调度时间为当前时间+15分钟
3. 进入【控制台】-【队列管理】-【任务提交管控】，创建管控规则，
【禁止任务提交时间】：当前时间～当前时间+20分钟
4. 关闭管控规则
5. 删除管控规则
6. 达到实例调度时间后，查看实例状态","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示提交成功，记录状态更新，列表中可见该条记录
3. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
4. 成功关闭
5. 成功删除
6. 实例正常运行",2
存储组件-元数据库,验证【队列管理】-【任务提交管控】开启管控规则成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 已离线为例，创建离线任务，调度时间为当前时间+15分钟
3. 进入【控制台】-【队列管理】-【任务提交管控】，创建管控规则，
【禁止任务提交时间】：当前时间～当前时间+20分钟
4. 关闭管控规则
5. 开启管控规则
6. 达到实例调度时间后，查看实例状态
7. 禁止提交时间过后，查看实例状态","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示提交成功，记录状态更新，列表中可见该条记录
3. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
4. 成功关闭
5. 成功开启
6. 实例状态为等待提交
7. 实例正常运行",2
存储组件-元数据库,验证【队列管理】-【任务提交管控】关闭管控规则成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 已离线为例，创建离线任务，调度时间为当前时间+15分钟
3. 进入【控制台】-【队列管理】-【任务提交管控】，创建管控规则，
【禁止任务提交时间】：当前时间～当前时间+20分钟
4. 关闭管控规则
5. 达到实例调度时间后，查看实例状态","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示提交成功，记录状态更新，列表中可见该条记录
3. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
4. 成功关闭
5. 实例正常运行",2
存储组件-元数据库,验证【队列管理】-【任务提交管控】创建管控规则成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 已离线为例，创建离线任务，调度时间为当前时间+15分钟
3. 进入【控制台】-【队列管理】-【任务提交管控】，创建管控规则，
【禁止任务提交时间】：当前时间～当前时间+20分钟","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示提交成功，记录状态更新，列表中可见该条记录
3. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致",1
存储组件-元数据库,验证【队列管理】-【任务提交管控】数据返回正确,无,1. 进入【控制台】-【队列管理】-【任务提交管控】,1. 数据返回正确，内容与预期完全一致，无异常或错误,2
存储组件-元数据库,验证【队列管理】-【周期实例生成记录】数据返回正确,无,1. 进入【控制台】-【队列管理】-【周期实例生成记录】,1. 数据返回正确，内容与预期完全一致，无异常或错误,2
存储组件-元数据库,验证【队列管理】-【计算队列】中杀任务成功,无,"1. 进入【控制台】-【队列管理】-【计算管理】，选择指定队列
2. 选择指定任务，并杀任务","1. 系统提示操作成功，页面/数据状态更新为最新
2. 任务成功杀掉",2
存储组件-元数据库,验证【队列管理】-【计算队列】-【任务参数】中数据返回正确,无,"1. 进入【控制台】-【队列管理】-【计算管理】，选择指定队列
2. 选择指定任务的任务参数","1. 系统提示操作成功，页面/数据状态更新为最新
2. 数据返回正确，内容与预期完全一致，无异常或错误",2
存储组件-元数据库,验证【队列管理】-【计算队列】-【队列详情】中指定任务详情数据返回正确,无,"1. 进入【控制台】-【队列管理】-【计算管理】，选择指定队列
2. 选择指定任务详情","1. 系统提示操作成功，页面/数据状态更新为最新
2. 数据返回正确，内容与预期完全一致，无异常或错误",2
存储组件-元数据库,验证【队列管理】-【计算队列】中队列详情数据返回正确,无,"1. 进入【控制台】-【队列管理】-【计算管理】，选择指定队列
2. 在【已储存】、【队列中】、【等待重试】、【等待资源】、【运行中】，按项目、产品任务名称搜索","1. 系统提示操作成功，页面/数据状态更新为最新
2. 数据返回正确，内容与预期完全一致，无异常或错误",2
存储组件-元数据库,验证【队列管理】-【计算队列】列表数据返回正确,无,1. 进入【控制台】-【队列管理】-【计算管理】，搜索【集群】、【节点】、【租户】,1. 数据返回正确，内容与预期完全一致，无异常或错误,2
存储组件-元数据库,验证进入控制台成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 点击控制台","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 成功进入控制台",2
存储组件-元数据库,验证进入智能指标子产品成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 点击智能指标","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 成功进入智能指标子产品",2
存储组件-元数据库,验证进入标签洞察子产品成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 点击标签洞察","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 成功进入标签洞察子产品",2
存储组件-元数据库,验证进入数据服务子产品成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 点击数据服务","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 成功进入数据服务子产品",2
存储组件-元数据库,验证进入实时开发子产品成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 点击实时开发","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 成功进入实时开发子产品",2
存储组件-元数据库,验证进入离线开发子产品成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 点击离线开发","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 成功进入离线开发子产品",2
存储组件-元数据库,验证【页面设置】-【公共管理设置】编辑保存后成功生效,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【公共管理设置】，修改【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】设置
2. 进入公共管理查看【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】","1. 系统提示操作成功，页面/数据状态更新为最新
2. 与设置一致",2
存储组件-元数据库,验证【页面设置】-【控制台设置】编辑保存后成功生效,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【控制台设置】，修改【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】设置
2. 进入控制台查看【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】","1. 系统提示操作成功，页面/数据状态更新为最新
2. 与设置一致",2
存储组件-元数据库,验证【页面设置】-【智能标签设置】编辑保存后成功生效,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【智能标签设置】，修改【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】设置
2. 进入智能标签查看【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】","1. 系统提示操作成功，页面/数据状态更新为最新
2. 与设置一致",2
存储组件-元数据库,验证【页面设置】-【标签洞察设置】编辑保存后成功生效,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【标签洞察设置】，修改【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】设置
2. 进入标签洞察查看【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】","1. 系统提示操作成功，页面/数据状态更新为最新
2. 与设置一致",2
存储组件-元数据库,验证【页面设置】-【数据服务设置】编辑保存后成功生效,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【数据服务设置】，修改【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】设置
2. 进入数据服务查看【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】","1. 系统提示操作成功，页面/数据状态更新为最新
2. 与设置一致",2
存储组件-元数据库,验证【页面设置】-【数据资产设置】编辑保存后成功生效,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【数据资产设置】，修改【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】设置
2. 进入数据资产查看【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】","1. 系统提示操作成功，页面/数据状态更新为最新
2. 与设置一致",2
存储组件-元数据库,验证【页面设置】-【实时开发设置】编辑保存后成功生效,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【实时开发设置】，修改【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】设置
2. 进入实时开发查看【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】","1. 系统提示操作成功，页面/数据状态更新为最新
2. 与设置一致",2
存储组件-元数据库,验证【页面设置】-【离线开发设置】编辑保存后成功生效,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【离线开发设置】，修改【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】设置
2. 进入离线开发查看【浏览器标签页名称】、【产品主页左上角名称】、【Loading页文案】、【产品主页左上角icon】","1. 系统提示操作成功，页面/数据状态更新为最新
2. 与设置一致",2
存储组件-元数据库,验证【页面设置】-【系统公告设置】编辑保存后成功生效,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【系统公告设置】，输入公告内容，并保存
2. 进入【产品中心】-【数栈】-【数据资源平台】查看公告内容","1. 系统提示操作成功，页面/数据状态更新为最新
2. 公告内容与设置一致",1
存储组件-元数据库,验证【页面设置】-【首页设置】编辑保存后成功生效,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【首页设置】-【用户中心配置】中的【banner主标题】、【banner副标题】、【底部版权声明】、【左上角Logo】、【Banner图】设置
2. 进入【产品中心】-【数栈】-【数据资源平台】查看【banner主标题】、【banner副标题】、【底部版权声明】、【左上角Logo】、【Banner图】
3. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【首页设置】-【功能模块配置】中的调整模块排列顺序、【新增分类】设置
4. 进入【产品中心】-【数栈】-【数据资源平台】左侧导航栏，查看调整模块排列顺序、【新增分类】
5. 进入【产品中心】-【数栈】-【数据资源平台】-【页面设置】-【首页设置】-【功能模块配置】中【新增外部应用入口】设置
6. 进入【产品中心】-【数栈】-【数据资源平台】左侧导航栏，点击外部应用","1. 系统提示操作成功，页面/数据状态更新为最新
2. 与设置一致
3. 系统提示操作成功，页面/数据状态更新为最新
4. 与设置一致
5. 系统提示操作成功，页面/数据状态更新为最新
6. 跳转至对应的地址",1
存储组件-元数据库,验证【安全审计】数据返回正确,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【安全审计】-【公共管理】，按开始时间和结束时间搜索
2. 进入【产品中心】-【数栈】-【数据资源平台】-【安全审计】-【公共管理】，按操作人搜索
3. 进入【产品中心】-【数栈】-【数据资源平台】-【安全审计】-【公共管理】，按动作搜索","1. 数据返回正确，内容与预期完全一致，无异常或错误
2. 数据返回正确，内容与预期完全一致，无异常或错误
3. 数据返回正确，内容与预期完全一致，无异常或错误",2
存储组件-元数据库,验证【角色管理】编辑权限点成功,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【角色管理】，编辑控制台指定角色权限点，例如租户所有者赋予进入控制台的权限
2. 登录租户所有者账号，访问控制台","1. 系统提示操作成功，页面/数据状态更新为最新
2. 成功访问",2
存储组件-元数据库,验证【角色管理】数据返回正确,无,"1. 进入【产品中心】-【数栈】-【数据资源平台】-【角色管理】，选择控制台
2. 进入【产品中心】-【数栈】-【数据资源平台】-【角色管理】，选择全局","1. 数据返回正确，内容与预期完全一致，无异常或错误
2. 数据返回正确，内容与预期完全一致，无异常或错误",2
存储组件-元数据库,验证消息中心 已读消息 校验【已读消息】返回正确,无,1. 进入【产品中心】-【数栈】-【数据资源平台】-【消息中心】-【已读消息】,1. 数据返回正确，内容与预期完全一致，无异常或错误,2
存储组件-元数据库,验证消息中心 未读消息 校验【未读消息】返回正确,无,1. 进入【产品中心】-【数栈】-【数据资源平台】-【消息中心】-【未读消息】,1. 数据返回正确，内容与预期完全一致，无异常或错误,2
存储组件-元数据库,验证消息中心 全部消息 校验【全部消息】返回正确,无,1. 进入【产品中心】-【数栈】-【数据资源平台】-【消息中心】-【全部消息】,1. 数据返回正确，内容与预期完全一致，无异常或错误,2
存储组件-元数据库,验证多租户用户切换租户成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 创建用户，并加入多个租户
3. 登陆该用户
4. 切换租户","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 登录成功，系统给出成功反馈，相关页面/数据状态更新为最新
4. 成功切换至目标页签/状态，页面内容随之刷新显示",2
存储组件-元数据库,验证单租户用户正常登录,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 创建用户，并加入一个租户
3. 登陆该用户","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 登录成功，系统给出成功反馈，相关页面/数据状态更新为最新",2
存储组件-元数据库,验证无租户用户正常登录,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 创建无租户用户
3. 登录该用户","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
3. 登录成功，并提示“当前您不在任何租户下，请联系管理员！”",2
存储组件-元数据库,验证登出后当前账号退出登录,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 点击登出","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 所有该账号的页面均返回登录页",2
存储组件-元数据库,验证密码策略修改成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 打开【密码策略】弹窗，编辑
【密码最小长度(位)】、【密码难易程度】、【密码修改周期（天)】、【提前提醒用户密码过期(天)】、【最大可输错密码(次)】、【密码错误锁定时长(分钟)】、【近几次密码不可相同(次)】、【首次登录修改密码】
3. 修改密码","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 密码校验与密码策略一致",2
存储组件-元数据库,验证页面配置修改成功,无,"1. 进入【页面配置】，编辑配置标签和登录页，保存并下一步
2. 编辑配置用户中心，保存并下一步
3. 校验
【浏览器标签配置】中的标签页标题名称、标签页Logo
【登录页配置】中的页面主标题内容、Banner图
4. 校验
【用户中心配置】中的Banner主标题、Banner副标题、底部版权声明、左上角Logo、Banner图","1. 系统提示操作成功，页面/数据状态更新为最新
2. 系统提示操作成功，页面/数据状态更新为最新
3. 与设置一致
4. 与设置一致",2
存储组件-元数据库,验证修改密码成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 打开【修改密码】弹窗，输入
【旧密码】、【新密码】、【确认密码】，并确定
3. 通过修改后的密码登录","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 登录成功，系统给出成功反馈，相关页面/数据状态更新为最新",2
存储组件-元数据库,验证个人信息返回正确,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 打开【个人信息】弹窗","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 数据返回正确，内容与预期完全一致，无异常或错误",2
存储组件-元数据库,验证【审计日志】返回数据正确,无,"1. 进入【审计日志】，按开启日期和结束日期搜索
2. 进入【审计日志】，按操作人搜索
3. 进入【审计日志】，按动作筛选搜索","1. 数据返回正确，内容与预期完全一致，无异常或错误
2. 数据返回正确，内容与预期完全一致，无异常或错误
3. 数据返回正确，内容与预期完全一致，无异常或错误",2
存储组件-元数据库,验证【license管理】上传license成功,无,1. 进入【license管理】，上传license文件,1. 系统提示上传成功，文件已显示在上传列表/附件区域，文件名与大小正确,2
存储组件-元数据库,验证【license管理】返回数据正确,无,"1. 进入【license管理】，查看基础信息
2. 进入【license管理】，查看数智基建
3. 进入【license管理】，查看数智应用
4. 进入【license管理】，查看其他","1. 数据返回正确，内容与预期完全一致，无异常或错误
2. 数据返回正确，内容与预期完全一致，无异常或错误
3. 数据返回正确，内容与预期完全一致，无异常或错误
4. 数据返回正确，内容与预期完全一致，无异常或错误",2
存储组件-元数据库,验证【用户管理】用户详情数据返回正确,无,1. 进入【用户管理】，选择指定用户，进入用户详情页,1. 返回结果正确，内容与预期完全一致，无异常或错误,3
存储组件-元数据库,验证【用户管理】删除非超级管理员成功,无,"1. 进入【用户管理】，选择删除指定用户
2. 登陆该用户","1. 系统提示删除成功，该条记录从列表中消失，总记录数减1
2. 提示账号密码错误",2
存储组件-元数据库,验证【用户管理】续期非超级管理员成功,无,"1. 进入【用户管理】，选择指指定用户续期当天及未来日期
2. 校验指定用户有效日期","1. 系统提示操作成功，页面/数据状态更新为最新
2. 与续期日期一致",2
存储组件-元数据库,验证【用户管理】手动重置密码成功,无,"1. 进入【用户管理】，选择指定用户手动重置密码
2. 该用户用重置前的密码登录
3. 该用户用重置后的密码登录","1. 返回重置后的密码
2. 登录失败
3. 登录成功，系统给出成功反馈，相关页面/数据状态更新为最新",2
存储组件-元数据库,验证【用户管理】重置密码成功,无,"1. 进入【用户管理】，选择指定用户重置密码
2. 该用户用重置前的密码登录
3. 该用户用重置后的密码登录","1. 返回重置后的密码
2. 登录失败
3. 登录成功，系统给出成功反馈，相关页面/数据状态更新为最新",2
存储组件-元数据库,验证【用户管理】创建账号成功,无,"1. 进入【用户管理】，创建账号
2. 登陆该账号","1. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
2. 登录成功，系统给出成功反馈，相关页面/数据状态更新为最新",1
存储组件-元数据库,验证【用户管理】编辑用户属性自定义成功,无,"1. 进入【用户管理】，编辑用户自定义属性，
【属性标识】：这是属性标识，
【属性名称】：这是属性名称，
【是否密文展示】：否，
【是否展示到个人信息页】：是，
保存
2. 创建账号，
【属性名称】：属性名称验证
3. 进入【用户管理】，查看用户个人信息页","1. 系统提示操作成功，页面/数据状态更新为最新
2. 系统提示创建成功，列表中出现新创建的记录，记录内容与填写一致
3. 属性名称显示：属性名称验证",3
存储组件-元数据库,验证【用户管理】用户列表数据返回正确,无,"1. 进入【用户管理】，按账号搜索用户
2. 进入【用户管理】，按名称搜索用户
3. 进入【用户管理】，按手机号搜索用户
4. 进入【用户管理】，按邮箱搜索用户","1. 结果返回正确，内容与预期完全一致，无异常或错误
2. 结果返回正确，内容与预期完全一致，无异常或错误
3. 结果返回正确，内容与预期完全一致，无异常或错误
4. 结果返回正确，内容与预期完全一致，无异常或错误",2
存储组件-元数据库,验证【租户管理】-【租户详情】-【用户组】删除用户组成功,无,"1. 进入【租户管理】，选择指定租户，进入租户详情，编辑指定用户组，将指定用户添加进用户组
2. 校验该用户在指定租户的用户组
3. 删除用户组
4. 校验该用户在指定租户的用户组","1. 系统提示编辑成功，修改内容已更新，页面显示最新内容
2. 用户拥有指定用户组
3. 系统提示操作成功，页面/数据状态更新为最新
4. 用户不在指定用户组",2
存储组件-元数据库,验证【租户管理】-【租户详情】-【用户组】编辑用户组移除用户成功,无,"1. 进入【租户管理】，选择指定租户，进入租户详情，编辑指定用户组，将指定用户移除进用户组
2. 校验该用户在指定租户的用户组","1. 系统提示编辑成功，修改内容已更新，页面显示最新内容
2. 用户不在指定用户组",2
存储组件-元数据库,验证【租户管理】-【租户详情】-【用户组】编辑用户组添加用户成功,无,"1. 进入【租户管理】，选择指定租户，进入租户详情，编辑指定用户组，将指定用户添加进用户组
2. 校验该用户在指定租户的用户组","1. 系统提示编辑成功，修改内容已更新，页面显示最新内容
2. 用户拥有指定用户组",1
存储组件-元数据库,验证【租户管理】-【租户详情】-【用户组】数据返回正确,无,1. 进入【租户管理】，选择指定租户，进入租户详情，搜索用户组名称,1. 结果返回正确，内容与预期完全一致，无异常或错误,3
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】移除用户成功,无,"1. 进入【租户管理】，选择指定租户，进入租户详情，移除指定用户
2. 登陆该用户","1. 移除成功，系统给出删除成功提示，该记录从列表中消失
2. 被移除的租户不在可选范围内",2
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】用户续期成功,无,"1. 进入【租户管理】，选择指定租户，进入租户详情，指定用户续期当天及未来日期
2. 校验指定用户有效日期","1. 系统提示操作成功，页面/数据状态更新为最新
2. 与续期日期一致",2
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】手动重置密码成功,无,"1. 进入【租户管理】，选择指定租户，进入租户详情，指定用户手动重置密码
2. 该用户用重置前的密码登录
3. 该用户用重置后的密码登录","1. 返回重置后的密码
2. 登录失败
3. 登录成功，系统给出成功反馈，相关页面/数据状态更新为最新",2
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】重置密码成功,无,"1. 进入【租户管理】，选择指定租户，进入租户详情，指定用户重置密码
2. 该用户用重置前的密码登录
3. 该用户用重置后的密码登录","1. 返回重置后的密码
2. 登录失败
3. 登录成功，系统给出成功反馈，相关页面/数据状态更新为最新",2
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】编辑权限成功,无,"1. 进入【租户管理】，选择指定租户，进入租户详情，编辑指定用户权限，仅赋予离线开发权限
2. 登陆指定用户，并进入数据资源平台
3. 进入离线开发","1. 系统提示操作成功，页面/数据状态更新为最新
2. 仅显示离线开发入口
3. 成功进入",1
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】创建已存在的用户组失败,无,1. 进入【租户管理】，选择指定租户，进入租户详情，创建已存在的用户组,"1. 提示 保存用户组失败,用户组名已存在",2
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】创建不存在的用户组成功,无,1. 进入【租户管理】，选择指定租户，进入租户详情，创建不存在的用户组,1. 用户组创建成功，系统给出创建成功提示，列表中出现新创建的记录,2
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】创建已存在的账号失败,无,1. 进入【租户管理】，选择指定租户，进入租户详情，创建已存在的账号,1. 提示 该账号已经存在，您可以直接邀请添加,2
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】创建不存在的账号成功,无,1. 进入【租户管理】，选择指定租户，进入租户详情，创建不存在的账号,1. 账号创建成功，并直接加入项目,2
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】邀请已加入项目的成员失败,无,1. 进入【租户管理】，选择指定租户，进入租户详情，邀请已加入项目的成员,1. 提示 用户[用户名]已存在租户内，添加失败,2
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】邀请未加入项目的成员成功,无,1. 进入【租户管理】，选择指定租户，进入租户详情，邀请未加入项目的成员,1. 用户成功加入项目,1
存储组件-元数据库,验证【租户管理】-【租户详情】-【全部用户】数据返回正确,无,1. 进入【租户管理】，选择指定租户，进入租户详情，搜索账号名称,1. 结果返回正确，内容与预期完全一致，无异常或错误,3
存储组件-元数据库,验证【租户管理】删除租户，输入非当前登录账号密码，删除失败,无,1. 进入【租户管理】，删除租户，输入非当前登录账号密码，并确定,1. 租户删除失败,2
存储组件-元数据库,验证【租户管理】删除无用户的租户成功,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 将租户中的用户全部移除
3. 删除租户","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 二次确认后删除成功，系统给出删除成功提示，该记录从列表中消失",3
存储组件-元数据库,验证【租户管理】删除租户成功,无,1. 进入【租户管理】，删除租户，输入当前登录账号密码，并确定,1. 租户删除成功，系统给出删除成功提示，该记录从列表中消失,2
存储组件-元数据库,验证【租户管理】编辑租户成功,无,"1. 进入【租户管理】，编辑租户，
【租户名称】：
【租户所有者】：
【产品权限】：数栈，
【有效期】：当天及未来日期
保存数据",1. 租户编辑成功，系统给出成功反馈，相关页面/数据状态更新为最新,2
存储组件-元数据库,验证【租户管理】新增租户成功,无,"1. 进入【租户管理】，新增租户，
【租户名称】：
【租户所有者】：
【产品权限】：数栈，
【有效期】：当天及未来日期，
保存数据",1. 租户创建成功，系统给出创建成功提示，列表中出现新创建的记录,1
存储组件-元数据库,验证【租户管理】数据返回正确,无,1. 进入【租户管理】，按租户名称搜索,1. 结果返回正确，内容与预期完全一致，无异常或错误,2
存储组件-元数据库,验证正确账号、密码、过期验证码登陆失败,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 选择uic登陆
3. 输入正确的账号、密码、过期验证码
4. 点击登录","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 系统提示操作成功，页面/数据状态更新为最新
4. 登录失败，提示验证码过期",2
存储组件-元数据库,验证正确账号、验证码、错误密码登陆失败,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 选择uic登陆
3. 输入正确的账号、验证码、错误密码
4. 点击登录","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 系统提示操作成功，页面/数据状态更新为最新
4. 登录失败，提示密码错误",2
存储组件-元数据库,验证正确账号、密码、错误验证码登陆失败,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 选择uic登陆
3. 输入正确的账号、密码、错误验证码
4. 点击登录","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 系统提示操作成功，页面/数据状态更新为最新
4. 登录失败，提示验证码错误",2
存储组件-元数据库,验证正确账号、密码、验证码登陆正常,无,"1. 进入【控制台】-【多集群管理】，新增集群
2. 选择uic登陆
3. 输入正确的账号、密码、验证码
4. 点击登录","1. 成功进入【控制台】-【多集群管理】，新增集群页面，页面内容正常加载显示，无报错
2. 系统提示操作成功，页面/数据状态更新为最新
3. 系统提示操作成功，页面/数据状态更新为最新
4. 登录成功，进入产品中心",1
